First,0.0010019292048611247
Citizen,0.00038505514539760875
:,0.04053294775430338
Before,0.00012180315823801908
we,0.002840763980841542
proceed,5.1078743777233814e-05
any,0.0007268898152914043
further,0.00013359056064814998
",",0.07797759607715248
hear,0.0008369055711192925
me,0.0069152760806101155
speak,0.0010294331438180967
.,0.030875136046269482
All,0.0003536220723039264
Speak,0.00012180315823801908
You,0.0013869843502587334
are,0.0028171891760212803
all,0.003162952980051786
resolved,5.1078743777233814e-05
rather,0.00026718112129629995
to,0.015614379059286705
die,0.0005343622425925999
than,0.0013476930088916306
famish,1.5716536546841174e-05
?,0.009673528244580742
Resolved,7.858268273420587e-06
you,0.011194103155487625
know,0.00133983474061821
Caius,6.28661461873647e-05
Marcius,0.00031433073093682347
is,0.008259039955365036
chief,2.750393895697205e-05
enemy,0.0001728819020152529
the,0.021378418837840706
people,0.00038505514539760875
We,0.000817259900435741
know't,2.357480482026176e-05
Let,0.0006129449253268058
us,0.001567724520547407
kill,0.0002868267919798514
him,0.004722819232325772
and,0.014777473488167412
'll,0.002263181262745129
have,0.005261110609055083
corn,5.50078779139441e-05
at,0.0019763544707652775
our,0.002758252163970626
own,0.0006718819373774601
price,2.750393895697205e-05
Is't,4.714960964052352e-05
a,0.01032576451127465
verdict,7.858268273420587e-06
No,0.0009154882538534983
more,0.0020274332145425113
talking,1.9645670683551467e-05
o,0.0004990000353622072
n't,0.00024753545061274846
;,0.014254898647984944
let,0.001445921362309388
it,0.0062551815456427864
be,0.006251252411506076
done,0.0006600945349673293
away,0.0005422205108660204
!,0.008534079344934756
Second,0.0005854409863698337
One,0.00018859843856209408
word,0.0004990000353622072
good,0.0022081733848311846
citizens,8.251181687091616e-05
accounted,7.858268273420587e-06
poor,0.0005422205108660204
patricians,3.536220723039264e-05
What,0.002184598580010923
authority,5.50078779139441e-05
surfeits,7.858268273420587e-06
on,0.0024282048964869613
would,0.0018309765077069967
relieve,1.178740241013088e-05
if,0.0019684962024918568
they,0.0017523938249727907
yield,0.00015323623133170144
but,0.003536220723039264
superfluity,7.858268273420587e-06
while,0.0002239606457924867
were,0.0013830552161220233
wholesome,3.536220723039264e-05
might,0.0003693386088507676
guess,7.858268273420587e-05
relieved,3.929134136710293e-06
humanely,3.929134136710293e-06
think,0.0007818976932053483
too,0.0011276614972358541
dear,0.0003496929381672161
leanness,1.178740241013088e-05
that,0.007822906066190193
afflicts,3.929134136710293e-06
object,2.750393895697205e-05
of,0.01302115052905791
misery,4.714960964052352e-05
as,0.004074512099768574
an,0.0012376772530637424
inventory,3.929134136710293e-06
particularise,3.929134136710293e-06
their,0.0017523938249727907
abundance,1.178740241013088e-05
sufferance,1.9645670683551467e-05
gain,5.50078779139441e-05
them,0.001862409580800679
revenge,0.00015323623133170144
this,0.005009646024305624
with,0.006184457131182001
pikes,1.178740241013088e-05
ere,0.00032218899921024406
become,0.00013359056064814998
rakes,3.929134136710293e-06
for,0.005614732681359009
gods,0.00023967718233932787
I,0.0196967494273287
in,0.008365126577056214
hunger,7.858268273420587e-06
bread,2.750393895697205e-05
not,0.008223677748134643
thirst,1.5716536546841174e-05
Would,0.00026718112129629995
especially,1.178740241013088e-05
against,0.0004675669622685249
Against,0.00016502363374183232
first,0.00042041735262800137
he,0.005076441304629699
's,0.007194244604316547
very,0.0006404488642837777
dog,8.251181687091616e-05
commonalty,3.929134136710293e-06
Consider,1.5716536546841174e-05
what,0.0025539371888616907
services,4.714960964052352e-05
has,0.0002789685237064308
his,0.005587228742402037
country,0.000227889779929197
Very,5.1078743777233814e-05
well,0.001445921362309388
could,0.00039291341367102934
content,0.0001728819020152529
give,0.000950850461083891
report,0.0001728819020152529
fort,7.858268273420587e-06
pays,1.5716536546841174e-05
himself,0.0004400630233115528
being,0.0006050866570533851
proud,0.00020431497510893526
Nay,0.00048721263295207633
maliciously,3.929134136710293e-06
say,0.0015323623133170143
unto,0.0004243464867647117
hath,0.0014852127036764909
famously,7.858268273420587e-06
did,0.0011473071679194056
end,0.00026325198715958963
though,0.0004243464867647117
soft-conscienced,3.929134136710293e-06
men,0.0007386772177015352
can,0.0016463072032816127
was,0.0019999292755855393
please,0.0002907559261165617
mother,0.0005500787791394411
partly,3.536220723039264e-05
which,0.0012298189847903217
even,0.00026718112129629995
till,0.00042041735262800137
altitude,3.929134136710293e-06
virtue,0.00013359056064814998
help,0.000294685060253272
nature,0.00023967718233932787
account,6.28661461873647e-05
vice,6.679528032407499e-05
must,0.0013359056064814996
no,0.0026364490057326066
way,0.0006011575229166749
covetous,3.929134136710293e-06
If,0.0011944567775599292
need,0.0002161023775190661
barren,3.536220723039264e-05
accusations,1.178740241013088e-05
faults,0.00010608662169117792
surplus,7.858268273420587e-06
tire,1.178740241013088e-05
repetition,1.5716536546841174e-05
shouts,1.178740241013088e-05
these,0.0009744252659041527
The,0.003308330943110067
other,0.0005697244498229925
side,0.00014930709719499115
',0.0025264332499047187
city,0.00023181891406590728
risen,3.929134136710293e-06
why,0.00038112601126089843
stay,0.0004950709012254969
prating,1.9645670683551467e-05
here,0.0017170316177423982
Capitol,5.8937012050654394e-05
Come,0.0008958425831699468
come,0.0015480788498638555
Soft,2.750393895697205e-05
who,0.0006208031936002263
comes,0.0005265039743191793
Worthy,4.322047550381323e-05
Menenius,5.8937012050654394e-05
Agrippa,3.929134136710293e-06
one,0.0014852127036764909
always,6.28661461873647e-05
loved,0.00011787402410130879
He,0.0011983859116966394
honest,0.00014930709719499115
enough,0.00024753545061274846
rest,0.0003968425478077396
so,0.003728748295738068
MENENIUS,0.0006365197301470675
work,0.00014537796305828086
my,0.010522221218110165
countrymen,3.143307309368235e-05
hand,0.0006875984739243013
where,0.0006915276080610116
go,0.0011237323630991438
With,0.0009272756562636291
bats,1.178740241013088e-05
clubs,7.858268273420587e-06
matter,0.00025932285302287936
pray,0.0005029291694989176
Our,0.00033004726748366465
business,0.00025932285302287936
unknown,4.322047550381323e-05
senate,5.1078743777233814e-05
had,0.0012141024482434806
inkling,3.929134136710293e-06
fortnight,1.178740241013088e-05
intend,5.1078743777233814e-05
do,0.0027150316884668128
now,0.0019488505318083053
show,0.0003418346698937955
'em,0.00010215748755446763
deeds,0.0001139448899645985
They,0.00037326774298747785
suitors,2.750393895697205e-05
strong,0.0001139448899645985
breaths,1.178740241013088e-05
shall,0.002923275797712458
arms,0.00025539371888616904
Why,0.0010255040096813866
masters,7.465354859749557e-05
friends,0.000522574840182469
mine,0.001056937082775069
neighbours,2.357480482026176e-05
Will,0.0003536220723039264
undo,1.9645670683551467e-05
yourselves,8.251181687091616e-05
sir,0.0018820552514842305
undone,5.50078779139441e-05
already,0.00012966142651143968
tell,0.0008369055711192925
most,0.0008369055711192925
charitable,1.178740241013088e-05
care,0.0001846693044253838
Have,0.00042041735262800137
For,0.001862409580800679
your,0.0058819138026553084
wants,4.322047550381323e-05
Your,0.0007347480835648248
suffering,1.9645670683551467e-05
dearth,1.9645670683551467e-05
may,0.0014302048257625467
Strike,2.750393895697205e-05
heaven,0.0005304331084558895
staves,7.858268273420587e-06
lift,2.750393895697205e-05
Roman,0.00010608662169117792
state,0.0003261181333469543
whose,0.0003496929381672161
course,0.00014144882892157056
will,0.003740535698148199
takes,3.143307309368235e-05
